"bin","bbl","evictions"
1007106,"1004760054",1
1007108,"1004760057",1
1007115,"1004760084",1
1007127,"1004770075",3
1007132,"1004780013",2
1007139,"1004780020",9
1007140,"1004780021",4
1007141,"1004780022",1
1007157,"1004790003",2
1007158,"1004790005",3
1007159,"1004790009",1
1007161,"1004790014",2
1007168,"1004790031",1
1007169,"1004790033",1
1007171,"1004790035",1
1007172,"1004790037",7
1007173,"1004790039",1
1007176,"1004790190",1
1007181,"1004800023",2
1007186,"1004800033",7
1007196,"1004810009",3
1007200,"1004810022",4
1007203,"1004810032",1
1007204,"1004810035",2
1007253,"1004840026",1
1007257,"1004850005",2
1007289,"1004860019",2
1007293,"1004860023",2
1007298,"1004867502",3
1007303,"1004870001",3
1007323,"1004880006",2
1007325,"1004880010",1
1007327,"1004880014",1
1007330,"1004880021",1
1007343,"1004890004",3
1007350,"1004890012",1
1007353,"1004890017",1
1007354,"1004890018",3
1007360,"1004890026",1
1007361,"1004890028",1
1007362,"1004890030",4
1007366,"1004890035",3
1007368,"1004890037",2
1007371,"1004900021",1
1007373,"1004900024",6
1007388,"1004920002",3
1007391,"1004920005",2
1007409,"1004920041",3
1007461,"1004927502",2
1007476,"1004930010",2
1007477,"1004930012",1
1007478,"1004930013",1
1007482,"1004930017",8
1007484,"1004930041",24
1007486,"1004940004",2
1007488,"1004940006",2
1007489,"1004940007",6
1007491,"1004940009",1
1007499,"1004940028",9
1007501,"1004940032",1
1007524,"1004950011",14
1007525,"1004950022",1
1007526,"1004950026",1
1007528,"1004950030",2
1007534,"1004950041",1
1007535,"1004950042",5
1007537,"1004950044",5
1007539,"1004960005",1
1007540,"1004960007",7
1007651,"1005007505",1
1007654,"1005000036",1
1007655,"1005000038",1
1007718,"1005010033",2
1007723,"1005010039",1
1007724,"1005020002",8
1007729,"1005020012",1
1007730,"1005020014",9
1007731,"1005020016",4
1007732,"1005020020",3
1007733,"1005020023",3
1007739,"1005020044",2
1007778,"1005030006",10
1007779,"1005030011",1
1007780,"1005030012",21
1007781,"1005030015",1
1007784,"1005030019",2
1007786,"1005030021",9
1007790,"1005030026",13
1007792,"1005030028",2
1007808,"1005040026",1
1007812,"1005040031",2
1007813,"1005040034",2
1007814,"1005040036",1
1007815,"1005040039",1
1007819,"1005050016",4
1007828,"1005060016",6
1007847,"1005070004",1
1007855,"1005070014",3
1007887,"1005080008",2
1007888,"1005087502",6
1007889,"1005080014",3
1007890,"1005080016",1
1007902,"1005080038",1
1007906,"1005080042",5
1007913,"1005080051",1
1007916,"1005090014",2
1007917,"1005090016",5
1007921,"1005090023",3
1007923,"1005090027",5
1007924,"1005090031",9
1007925,"1005090032",4
1007928,"1005090036",4
1007930,"1005100006",1
1007980,"1005130030",2
1007989,"1005140005",8
1008010,"1005150013",2
1008022,"1005160002",4
1008023,"1005160004",1
1008025,"1005160014",1
1008026,"1005160024",3
1008027,"1005160025",4
1008029,"1005160030",1
1008037,"1005160042",7
1008038,"1005160043",1
1008039,"1005170001",1
1008041,"1005170005",1
1008045,"1005170009",1
1008050,"1005170030",1
1008051,"1005170031",1
1008052,"1005177501",6
1008055,"1005170041",3
1008056,"1005170042",2
1008057,"1005170043",1
1008059,"1005180001",1
1008060,"1005180002",2
1008064,"1005180007",3
1008065,"1005180008",2
1008067,"1005180010",2
1008070,"1005180030",3
1008072,"1005180032",1
1008073,"1005180034",1
1008074,"1005180035",2
1008075,"1005180036",2
1008076,"1005180037",6
1008081,"1005187502",1
1008094,"1005190024",5
1008095,"1005190026",2
1008096,"1005190027",3
1008097,"1005190028",14
1008099,"1005190030",3
1008100,"1005190036",1
1008102,"1005190050",1
1008125,"1005200029",2
1008131,"1005200045",2
1008132,"1005200051",7
1008180,"1005210001",4
1008181,"1005210009",2
1008183,"1005210026",11
1008214,"1005220014",3
1008236,"1005230038",2
1008241,"1005240001",19
1008245,"1005250002",2
1008249,"1005250016",2
1008250,"1005257503",5
1008253,"1005250026",1
1008261,"1005250035",3
1008262,"1005250037",6
1008263,"1005250038",6
1008264,"1005250039",3
1008265,"1005250040",2
1008266,"1005257506",3
1008267,"1005250046",6
1008295,"1005260011",3
1008296,"1005260014",10
1008297,"1005260016",17
1008302,"1005260024",3
1008304,"1005260026",7
1008305,"1005260028",12
1008320,"1005260059",1
1008323,"1005260062",1
1008341,"1005260084",1
1008347,"1005270007",9
1008350,"1005270027",5
1008352,"1005270049",4
1008354,"1005270051",4
1008356,"1005270056",2
1008357,"1005270057",1
1008370,"1005270086",1
1008380,"1005280001",5
1008390,"1005280032",1
1008394,"1005280037",1
1008398,"1005280041",1
1008403,"1005280063",1
1008408,"1005280076",4
1008409,"1005280077",2
1008410,"1005280078",3
1008412,"1005280082",1
1008415,"1005280091",1
1008421,"1005290005",1
1008422,"1005290006",2
1008444,"1005290049",1
1008445,"1005290050",1
1008513,"1005310027",1
1008515,"1005310030",2
1008516,"1005310031",1
1008529,"1005317501",2
1008623,"1005320030",3
1008629,"1005357501",18
1008632,"1005370006",5
1008633,"1005370008",4
1008634,"1005370010",2
1008635,"1005370011",1
1008636,"1005370012",6
1008637,"1005370013",2
1008639,"1005370017",1
1008650,"1005377501",1
1008651,"1005377502",1
1008671,"1005390014",1
1008672,"1005390016",1
1008678,"1005390028",3
1008679,"1005390030",2
1008681,"1005390035",1
1008686,"1005390041",1
1008687,"1005390042",6
1008688,"1005390044",2
1008690,"1005400002",3
1008691,"1005400003",1
1008694,"1005400007",6
1008695,"1005400008",5
1008696,"1005400009",4
1008697,"1005400010",4
1008698,"1005400011",4
1008699,"1005400012",7
1008700,"1005400013",4
1008704,"1005400023",6
1008706,"1005400028",3
1008714,"1005400041",3
1008715,"1005400043",5
1008725,"1005420025",2
1008733,"1005420051",4
1008734,"1005420052",1
1008738,"1005420061",1
1008744,"1005430019",4
1008745,"1005430020",1
1008746,"1005430021",3
1008753,"1005430044",4
1008754,"1005430045",1
1008755,"1005430047",1
1008776,"1005447501",1
1008793,"1005450011",1
1008804,"1005450040",2
1008805,"1005450046",2
1008806,"1005450059",4
1008832,"1005480001",68
1008837,"1005480028",2
1008838,"1005480040",6
1008839,"1005480045",2
1008840,"1005480070",7
1008850,"1005510001",2
1008855,"1005510016",1
1008870,"1005520010",9
1008872,"1005520014",4
1008881,"1005520033",1
1008882,"1005520034",1
1008948,"1005530038",1
1008951,"1005530041",1
1008954,"1005550001",2
1008958,"1005550014",2
1008962,"1005550028",3
1008968,"1005560001",5
1008969,"1005560020",2
1008977,"1005560044",6
1008980,"1005560052",1
1008984,"1005560075",4
1009001,"1005570017",5
1009014,"1005587503",1
1009018,"1005580028",2
1009025,"1005580036",4
1009084,"1005590043",6
1009090,"1005607501",6
1009091,"1005607502",3
1009092,"1005607503",3
1009095,"1005617502",4
1009099,"1005617501",4
1009115,"1005620035",3
1009116,"1005620036",1
1009118,"1005620044",31
1009131,"1005630026",2
1009138,"1005630037",4
1009195,"1005640001",3
1009203,"1005640022",1
1009222,"1005660001",2
1009223,"1005660018",2
1009224,"1005677501",7
1009225,"1005670005",2
1009226,"1005670007",1
1009238,"1005670019",1
1009239,"1005670023",1
1009249,"1005670033",1
1009252,"1005680006",1
1009268,"1005680031",1
1009270,"1005680033",1
1009377,"1005700008",16
1009382,"1005700017",3
1009396,"1005710018",2
1009400,"1005710025",17
1009403,"1005717501",1
1009404,"1005720001",4
1009410,"1005720008",2
1009411,"1005720011",6
1009429,"1005720038",13
1009430,"1005720041",3
1009435,"1005720048",1
1009436,"1005720049",1
1009442,"1005720059",2
1009444,"1005720061",4
1009446,"1005720065",7
1009448,"1005720069",5
1009449,"1005720070",4
1009451,"1005720072",6
1009452,"1005720073",2
1009455,"1005730008",1
1009482,"1005730043",7
1009484,"1005730051",1
1009504,"1005737502",2
1009510,"1005740007",1
1009516,"1005740015",11
1009531,"1005740031",1
1009563,"1005750011",2
1009564,"1005750013",3
1009588,"1005750064",1
1009596,"1005750074",9
1009597,"1005750075",7
1009599,"1005750077",7
1009609,"1005760001",2
1009618,"1005760041",1
1009626,"1005760055",6
1009627,"1005760056",3
1009634,"1005760076",2
1009714,"1005770030",2
1009719,"1005770042",1
1009768,"1005820035",2
1009769,"1005820041",2
1009770,"1005820042",1
1009775,"1005830003",1
1009783,"1005830011",1
1009788,"1005830016",1
1009795,"1005830024",3
1009801,"1005830039",5
1009822,"1005840020",1
1009837,"1005840037",2
1009839,"1005840039",2
1009844,"1005840046",6
1009871,"1005850034",1
1009873,"1005850046",2
1009874,"1005850047",6
1009898,"1005860011",1
1009908,"1005860037",1
1009909,"1005860040",1
1009911,"1005860044",2
1009916,"1005860057",8
1009934,"1005870001",17
1009942,"1005870012",3
1009950,"1005870026",2
1009952,"1005870029",1
1009961,"1005870046",5
1010006,"1005880006",1
1010007,"1005880007",1
1010008,"1005880009",9
1010018,"1005880023",2
1010030,"1005880039",3
1010031,"1005880040",8
1010032,"1005880042",1
1010034,"1005880045",4
1010035,"1005880047",5
1010038,"1005880051",24
1010041,"1005880058",2
1010042,"1005880059",1
1010050,"1005880071",5
1010056,"1005880079",3
1010059,"1005890002",1
1010068,"1005890012",1
1010077,"1005890037",1
1010083,"1005890046",1
1010129,"1005900002",2
1010135,"1005900011",2
1010141,"1005900021",1
1010142,"1005900022",3
1010143,"1005900025",2
1010147,"1005900032",5
1010150,"1005900043",2
1010151,"1005900045",3
1010155,"1005900052",1
1010161,"1005900060",1
1010162,"1005900061",1
1010166,"1005900075",2
1010167,"1005900076",1
1010172,"1005900082",4
1010173,"1005900084",1
1010175,"1005900086",5
1010183,"1005910010",4
1010186,"1005910019",2
1010189,"1005910033",4
1010192,"1005910040",16
1010193,"1005910043",4
1010196,"1005910047",3
1010197,"1005910048",2
1010199,"1005910051",1
1010216,"1005920016",1
1010226,"1005920029",1
1010232,"1005920040",10
1010238,"1005920050",4
1010239,"1005920052",1
1010247,"1005920062",7
1010250,"1005920068",1
1010255,"1005920075",8
1010257,"1005920080",4
1010258,"1005920082",1
1010288,"1005941001",1
1010296,"1005940035",1
1010317,"1005940105",1
1010326,"1005950014",1
1010346,"1005950073",2
1010363,"1005970032",4
1010364,"1005970033",1
1010370,"1005977502",1
1010371,"1005970050",1
1010413,"1006030065",4
1010421,"1006040033",11
1010520,"1006060007",1
1010524,"1006060021",2
1010542,"1006060047",1
1010566,"1006060087",1
1010577,"1006070038",2
1010592,"1006070057",3
1010598,"1006080009",8
1010611,"1006080024",2
1010617,"1006080035",1
1010632,"1006090001",5
1010636,"1006090014",7
1010639,"1006090023",2
1010642,"1006090033",1
1010647,"1006090039",1
1010651,"1006090044",1
1010657,"1006090053",10
1010675,"1006100028",1
1010676,"1006100030",1
1010680,"1006100044",1
1010681,"1006100045",3
1010682,"1006100046",6
1010688,"1006100053",1
1010689,"1006100054",2
1010690,"1006100055",1
1010693,"1006100064",5
1010695,"1006100069",5
1010699,"1006107501",1
1010830,"1006110022",2
1010832,"1006110027",7
1010834,"1006110031",1
1010835,"1006110032",9
1010846,"1006110051",1
1010848,"1006110054",3
1010852,"1006110065",5
1010862,"1006120009",4
1010863,"1006120010",11
1010871,"1006120018",1
1010884,"1006120051",2
1010892,"1006120059",2
1010896,"1006120065",1
1010899,"1006121301",1
1010932,"1006130043",1
1010939,"1006130061",3
1010942,"1006140001",1
1010948,"1006140009",4
1010964,"1006140027",5
1010967,"1006140032",5
1010975,"1006140042",3
1010978,"1006140045",4
1010988,"1006140056",1
1010989,"1006140061",12
1010990,"1006140064",5
1011024,"1006150045",1
1011025,"1006150046",1
1011033,"1006150056",1
1011041,"1006150068",2
1011055,"1006150090",1
1011056,"1006150091",2
1011064,"1006160001",1
1011066,"1006160011",1
1011068,"1006160027",3
1011081,"1006170021",10
1011082,"1006170026",1
1011087,"1006170032",1
1011090,"1006170036",6
1011100,"1006180013",1
1011101,"1006180015",6
1011102,"1006180017",1
1011107,"1006180026",1
1011109,"1006180028",10
1011110,"1006180031",1
1011111,"1006180032",8
1011112,"1006180033",22
1011114,"1006180042",11
1011115,"1006180044",9
1011116,"1006180046",1
1011122,"1006180055",1
1011123,"1006180056",2
1011125,"1006180058",4
1011127,"1006180060",7
1011133,"1006190001",3
1011143,"1006190024",1
1011144,"1006190026",13
1011145,"1006190033",55
1011147,"1006190041",2
1011148,"1006190042",1
1011149,"1006190044",1
1011150,"1006190045",2
1011152,"1006190050",3
1011158,"1006190056",14
1011163,"1006190064",2
1011164,"1006190065",1
1011165,"1006190068",1
1011166,"1006190069",2
1011167,"1006190070",2
1011172,"1006190081",7
1011173,"1006190082",3
1011174,"1006190083",2
1011175,"1006190084",2
1011186,"1006200012",2
1011187,"1006200013",6
1011193,"1006200037",10
1011195,"1006200041",4
1011205,"1006200053",1
1011208,"1006200058",1
1011209,"1006200061",1
1011214,"1006200066",1
1011219,"1006200074",1
1011220,"1006200076",4
1011222,"1006200080",2
1011223,"1006200082",1
1011240,"1006210030",1
1011249,"1006210042",2
1011278,"1006210076",4
1011281,"1006220001",6
1011287,"1006220016",1
1011294,"1006220025",2
1011295,"1006220026",1
1011296,"1006220027",1
1011302,"1006220034",1
1011331,"1006237501",2
1011340,"1006230024",4
1011364,"1006230053",1
1011365,"1006230055",2
1011373,"1006240020",1
1011379,"1006240031",13
1011381,"1006240041",1
1011382,"1006240044",2
1011384,"1006240048",2
1011388,"1006240053",9
1011391,"1006240059",1
1011392,"1006240060",1
1011424,"1006250015",1
1011431,"1006250027",1
1011452,"1006250063",1
1011455,"1006257501",1
1011638,"1006260001",4
1011645,"1006260012",4
1011648,"1006260023",1
1011651,"1006260027",1
1011655,"1006260034",1
1011656,"1006260035",2
1011657,"1006260038",4
1011659,"1006260043",1
1011677,"1006270012",4
1011690,"1006280017",3
1011694,"1006290013",3
1011697,"1006290017",4
1011705,"1006290027",4
1011707,"1006290029",26
1011708,"1006290038",1
1011711,"1006290041",1
1011712,"1006290042",2
1011714,"1006290044",3
1011720,"1006300001",4
1011729,"1006300021",8
1011732,"1006300030",1
1011743,"1006310001",25
1011752,"1006310027",1
1011753,"1006310030",8
1011843,"1006320017",2
1011845,"1006320031",6
1011863,"1006330027",12
1011869,"1006330034",1
1011871,"1006330038",2
1011886,"1006330058",2
1011887,"1006330060",2
1011900,"1006340016",2
1011901,"1006340023",2
1011908,"1006340047",5
1011919,"1006340060",1
1011920,"1006340062",1
1011922,"1006340067",3
1011938,"1006350026",8
1011945,"1006350040",1
1011947,"1006350042",2
1011977,"1006360013",1
1011978,"1006360014",1
1011980,"1006360022",3
1011992,"1006360060",1
1011999,"1006370030",1
1012011,"1006370081",1
1012047,"1006390001",23
1012056,"1006400044",1
1012059,"1006400047",2
1012064,"1006400056",3
1012075,"1006410010",1
1012127,"1006420012",3
1012133,"1006420042",2
1012136,"1006420047",1
1012154,"1006430001",55
1012155,"1006430027",9
1012159,"1006430059",1
1012282,"1006907501",1
1012327,"1006940017",3
1012329,"1006947501",1
1012335,"1006940042",2
1012345,"1006957503",4
1012347,"1006950015",16
1012413,"1006990031",7
1012414,"1006990032",7
1012415,"1006990033",2
1012421,"1007000029",6
1012422,"1007000030",4
1012426,"1007000040",2
1012462,"1007050032",5
1012473,"1007060036",3
1012544,"1007140063",5
1012545,"1007150001",1
1012564,"1007160055",2
1012579,"1007170042",1
1012580,"1007170043",1
1012595,"1007170062",2
1012601,"1007170068",1
1012602,"1007170069",3
1012607,"1007170077",3
1012616,"1007190009",1
1012626,"1007190020",5
1012629,"1007190029",2
1012636,"1007190036",2
1012637,"1007190037",5
1012645,"1007190047",2
1012652,"1007190066",3
1012657,"1007190071",1
1012658,"1007190072",2
1012660,"1007190074",1
1012697,"1007200047",1
1012698,"1007200049",2
1012699,"1007200055",1
1012712,"1007200073",1
1012782,"1007220003",2
1012795,"1007220018",2
1012797,"1007220026",9
1012799,"1007220037",3
1012801,"1007220040",1
1012802,"1007220041",4
1012803,"1007220042",4
1012804,"1007220043",2
1012808,"1007220048",8
1012826,"1007237501",1
1012845,"1007310040",1
1012846,"1007310041",1
1012853,"1007310060",2
1012854,"1007310065",24
1012857,"1007320007",31
1012858,"1007320016",4
1012862,"1007320072",2
1012863,"1007320073",9
1012864,"1007330001",4
1012872,"1007330044",7
1012873,"1007330046",3
1012878,"1007330065",10
1012879,"1007330066",4
1012883,"1007340005",1
1012884,"1007340006",5
1012895,"1007340066",1
1012971,"1007350008",3
1012972,"1007350009",2
1012974,"1007350011",1
1012978,"1007350057",2
1012994,"1007370031",2
1013006,"1007380001",7
1013008,"1007380013",4
1013010,"1007380015",1
1013013,"1007380019",1
1013020,"1007380026",4
1013021,"1007380027",1
1013022,"1007380028",2
1013027,"1007380056",2
1013028,"1007380057",1
1013037,"1007380068",4
1013038,"1007380072",3
1013046,"1007400010",3
1013050,"1007400018",1
1013052,"1007400022",1
1013055,"1007400043",1
1013057,"1007400045",4
1013058,"1007400046",6
1013062,"1007400051",3
1013063,"1007400052",1
1013067,"1007410001",9
1013068,"1007410002",1
1013074,"1007410028",1
1013075,"1007410029",1
1013080,"1007410034",1
1013082,"1007410039",4
1013085,"1007410060",2
1013086,"1007410061",4
1013089,"1007410067",3
1013091,"1007420001",1
1013094,"1007420004",2
1013101,"1007420022",3
1013108,"1007420037",1
1013109,"1007420038",1
1013116,"1007420048",1
1013122,"1007420058",1
1013124,"1007420060",1
1013132,"1007427501",2
1013210,"1007430020",8
1013219,"1007430038",2
1013223,"1007430052",1
1013224,"1007430053",1
1013226,"1007430057",1
1013243,"1007440001",6
1013256,"1007440019",9
1013263,"1007440036",1
1013265,"1007440039",6
1013267,"1007440041",4
1013269,"1007440044",1
1013278,"1007450001",2
1013280,"1007450003",1
1013286,"1007450009",2
1013289,"1007450012",1
1013290,"1007450013",15
1013291,"1007450014",7
1013295,"1007450020",1
1013298,"1007450023",1
1013299,"1007450024",5
1013300,"1007450025",3
1013301,"1007450026",5
1013302,"1007450028",1
1013304,"1007450031",7
1013305,"1007450032",3
1013311,"1007450042",1
1013317,"1007450049",1
1013324,"1007450056",2
1013332,"1007457502",13
1013358,"1007460026",3
1013359,"1007460027",1
1013361,"1007460038",2
1013363,"1007467505",1
1013374,"1007460077",1
1013458,"1007490001",2
1013470,"1007530010",2
1013478,"1007530019",2
1013479,"1007530028",1
1013483,"1007530032",1
1013486,"1007530035",2
1013488,"1007530037",1
1013495,"1007530046",1
1013497,"1007537502",8
1013498,"1007530051",4
1013499,"1007530056",13
1013500,"1007530065",1
1013501,"1007530067",1
1013502,"1007530069",7
1013509,"1007530077",2
1013511,"1007540001",63
1013512,"1007540005",1
1013519,"1007540016",6
1013521,"1007540019",3
1013523,"1007540025",2
1013524,"1007540026",6
1013525,"1007540027",1
1013526,"1007540028",1
1013529,"1007540031",1
1013552,"1007570022",9
1013554,"1007570066",80
1013568,"1007590024",1
1013569,"1007590025",1
1013573,"1007590030",3
1013577,"1007590052",2
